kolon,aykiri_sayisi,aykiri_yuzdesi,min,max,ortalama,medyan,std
AL_170,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_182,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_183,0,0.0,0.0,10.0,5.482233502538071,10.0,4.979218916924313
AL_138,0,0.0,0.0,10.0,5.1547779273216685,10.0,4.999286216843685
AL_80,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_74,0,0.0,0.0,10.0,9.42536327608983,10.0,2.3280334240289595
AL_77,0,0.0,0.0,10.0,7.60233918128655,10.0,4.271190869855007
AL_78,0,0.0,0.0,10.0,5.321637426900585,10.0,4.991729748139845
AL_197,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_216,0,0.0,0.0,10.0,9.986702127659575,10.0,0.36466247874473645
AL_220,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_195,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_212,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_208,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_200,0,0.0,0.0,10.0,9.990393852065322,10.0,0.3099378636868719
AL_204,0,0.0,0.0,10.0,9.990393852065322,10.0,0.3099378636868719
AL_248,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_244,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_246,0,0.0,0.0,10.0,5.004803073967339,10.0,5.002400960522527
AL_227,0,0.0,0.0,10.0,9.990393852065322,10.0,0.3099378636868719
AL_269,0,0.0,0.0,10.0,9.990393852065322,10.0,0.3099378636868719
AL_267,0,0.0,0.0,10.0,9.990393852065322,10.0,0.3099378636868719
AL_263,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_252,0,0.0,0.0,10.0,9.989909182643794,10.0,0.317660468994898
AL_253,0,0.0,0.0,10.0,4.96468213925328,0.0,5.002399815489962
AL_256,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_258,0,0.0,0.0,10.0,4.899135446685879,0.0,5.001385310197528
AL_259,0,0.0,0.0,10.0,5.341018251681076,10.0,4.99075477186926
AL_240,0,0.0,0.0,10.0,9.990393852065322,10.0,0.3099378636868719
AL_236,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_231,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_233,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_50,0,0.0,0.0,5473900000000000.0,3615521796573.6196,10.0,140680505977975.6
AL_44,0,0.0,0.0,10.0,9.894319682959049,10.0,1.0229007485368278
AL_41,0,0.0,0.0,10.0,9.88110964332893,10.0,1.0842255760075974
AL_42,0,0.0,0.0,10.0,4.986789960369881,0.0,5.0016346170860695
AL_292,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_288,0,0.0,0.0,10.0,9.979570990806947,10.0,0.4517534796279606
AL_282,0,0.0,0.0,10.0,5.437079731027858,10.0,4.983253563608195
AL_284,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_280,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_47,0,0.0,0.0,3.20626e+16,25567608982836.766,10.0,841425800085976.9
AL_272,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_276,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_299,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_295,0,0.0,0.0,10.0,5.122549019607843,10.0,5.000030054850102
AL_303,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_309,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_312,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_305,0,0.0,0.0,10.0,4.963235294117647,0.0,5.001397359468698
AL_307,0,0.0,10.0,10.0,10.0,10.0,0.0
AL_316,0,0.0,10.0,10.0,10.0,10.0,0.0
