,count,unique,top,freq,mean,std,min,25%,50%,75%,max
AL_227,1041.0,,,,9.990393852065322,0.3099378636868719,0.0,10.0,10.0,10.0,10.0
AL_228,1041.0,,,,248778126801157.84,2670343470839048.5,0.0,0.0,10.0,10.0,4.56447e+16
AL_229,1041.0,,,,74027233429399.92,1629009468656204.2,0.0,0.0,10.0,10.0,4.74416e+16
AL_230,1041.0,,,,7389176087831878.0,1.1626341662475676e+16,2.80008e-12,16254182624.0,2266920000000000.0,1.0522e+16,7.80285e+16
AL_231,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_232,1041.0,,,,97478416906825.22,1816128743432890.5,0.0,0.0,0.0,10.0,4.57655e+16
AL_233,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_234,1041.0,,,,57848979827094.61,1120146550524700.1,0.0,0.0,10.0,10.0,3.34616e+16
AL_235,1041.0,,,,6741194806195983.0,1.1168612945695908e+16,1.85344e-23,1057311817.0,1310630000000000.0,8091520000000000.0,7.5373e+16
AL_236,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_237,1041.0,,,,266086585014414.22,2554033907000634.5,0.0,0.0,10.0,10.0,4.74256e+16
AL_238,1041.0,,,,141538166186364.16,2007545658068611.2,0.0,0.0,0.0,10.0,4.08443e+16
AL_239,1041.0,,,,7060522009646573.0,1.146622546029508e+16,4.58072e-21,1518142985.0,1365980000000000.0,9691590000000000.0,7.52819e+16
AL_240,1041.0,,,,9.990393852065322,0.3099378636868719,0.0,10.0,10.0,10.0,10.0
AL_241,1041.0,,,,192218902017296.16,2199093420080306.8,0.0,0.0,10.0,10.0,4.44457e+16
AL_242,1041.0,,,,78030422670514.1,1936172701731784.8,0.0,0.0,10.0,10.0,6.13892e+16
AL_243,1041.0,,,,7029995771900950.0,1.1821809926107942e+16,2.8515700000000003e-18,256668277.8,239617000000000.0,8809080000000000.0,7.69572e+16
AL_244,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_245,1041.0,,,,115739983669553.56,1591156423852816.5,0.0,0.0,10.0,10.0,4.3771e+16
AL_246,1041.0,,,,5.004803073967339,5.002400960522527,0.0,0.0,10.0,10.0,10.0
AL_247,1041.0,,,,7435428828008324.0,1.127427609028625e+16,4.1505400000000003e-19,52569989601.0,2327430000000000.0,1.05136e+16,7.06373e+16
AL_248,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_249,1041.0,,,,18822776176758.25,397230363579493.75,0.0,0.0,10.0,10.0,1.20612e+16
AL_250,991.0,,,,86481584258330.45,1794878198728347.0,0.0,0.0,10.0,10.0,4.96102e+16
AL_251,991.0,,,,8291450455278370.0,1.1295270199129588e+16,8.791299,295259500000.0,4206350000000000.0,1.155345e+16,7.42871e+16
AL_252,991.0,,,,9.989909182643794,0.31766046899489797,0.0,10.0,10.0,10.0,10.0
AL_253,991.0,,,,4.96468213925328,5.002399815489962,0.0,0.0,0.0,10.0,10.0
AL_254,1041.0,,,,110826878001926.3,1735372080559646.5,0.0,0.0,10.0,10.0,4.14168e+16
AL_255,1041.0,,,,6667265607524702.0,1.1328556559522906e+16,2.7459e-18,4154934487.0,1030770000000000.0,8411480000000000.0,7.39148e+16
AL_256,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_257,1041.0,,,,82869077809803.1,982957715546903.0,0.0,0.0,0.0,10.0,2.23031e+16
AL_258,1041.0,,,,4.899135446685879,5.001385310197529,0.0,0.0,0.0,10.0,10.0
AL_259,1041.0,,,,5.341018251681076,4.99075477186926,0.0,0.0,10.0,10.0,10.0
AL_260,1041.0,,,,7273807232660919.0,1.1455062757164974e+16,0.034479614,64991991673.0,1920040000000000.0,1.00262e+16,7.527e+16
AL_261,1041.0,,,,86013957732954.1,1627885536630232.0,0.0,0.0,10.0,10.0,4.88527e+16
AL_262,1041.0,,,,7948289633995235.0,1.1905193718102894e+16,2.8926e-16,6126930824.0,2815520000000000.0,1.07161e+16,6.36071e+16
AL_263,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_264,1041.0,,,,159473717579255.56,2149652896452013.2,0.0,0.0,0.0,10.0,4.73869e+16
AL_265,1041.0,,,,28413216138333.973,456362706878126.5,0.0,0.0,10.0,10.0,8825870000000000.0
AL_266,1041.0,,,,6758855407583104.0,1.0794527297200292e+16,3.74663e-17,4251034993.0,1300320000000000.0,9360770000000000.0,7.37673e+16
AL_267,1041.0,,,,9.990393852065322,0.3099378636868719,0.0,10.0,10.0,10.0,10.0
AL_268,1041.0,,,,114320326609034.94,1412388599044557.0,0.0,0.0,10.0,10.0,2.57123e+16
AL_269,1041.0,,,,9.990393852065322,0.3099378636868719,0.0,10.0,10.0,10.0,10.0
AL_270,1041.0,,,,117264514889534.53,1483291929055222.8,0.0,0.0,10.0,10.0,3.26013e+16
AL_271,1041.0,,,,7582342088601465.0,1.1717393075996382e+16,6.01453e-11,627424883.3,1936770000000000.0,1.0455e+16,7.02899e+16
AL_272,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_273,1041.0,,,,371062391594625.0,2688244360963435.0,0.0,0.0,0.0,10.0,4.66078e+16
AL_274,1041.0,,,,10631753122003.611,222457835070269.8,0.0,0.0,10.0,10.0,6466990000000000.0
AL_275,1040.0,,,,6767003045428265.0,1.1174589140107888e+16,7.94954e-14,955628229.1,946897500000000.0,8961097500000000.0,7.23716e+16
AL_276,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_277,1041.0,,,,177652469740638.88,2161021657129622.5,0.0,0.0,10.0,10.0,4.54385e+16
AL_278,1041.0,,,,16732293948132.172,367543698692395.5,0.0,0.0,10.0,10.0,9428020000000000.0
AL_279,1041.0,,,,7337053159066629.0,1.1803419618985766e+16,1.11442e-13,787325257.7,1707230000000000.0,9143100000000000.0,6.65492e+16
AL_280,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_281,1041.0,,,,126933023054759.97,1529000132098422.8,0.0,0.0,10.0,10.0,3.24583e+16
AL_282,1041.0,,,,5.437079731027858,4.983253563608195,0.0,0.0,10.0,10.0,10.0
AL_283,1041.0,,,,7282927412598489.0,1.142995226330606e+16,1.18083e-17,60465688323.0,2331310000000000.0,1.01728e+16,7.48403e+16
AL_284,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_285,1041.0,,,,5458117195009.923,176103594768243.53,0.0,0.0,10.0,10.0,5681900000000000.0
AL_286,979.0,,,,31280316649648.04,756061475167675.2,0.0,0.0,10.0,10.0,2.20613e+16
AL_287,979.0,,,,9052034270596890.0,1.193185365345947e+16,10.05201,295610000000.0,4677440000000000.0,1.30417e+16,7.5962e+16
AL_288,979.0,,,,9.979570990806947,0.4517534796279606,0.0,10.0,10.0,10.0,10.0
AL_289,979.0,,,,25181402451486.047,547668561268365.94,0.0,0.0,0.0,10.0,1.59957e+16
AL_290,1041.0,,,,21093390970226.05,396765875325266.2,0.0,0.0,10.0,10.0,8767650000000000.0
AL_291,1041.0,,,,7240122774745817.0,1.1811878423744436e+16,4.27915e-20,11822795454.0,1543340000000000.0,9130570000000000.0,7.7921e+16
AL_292,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_293,1041.0,,,,64372616042272.17,1332084800153170.2,0.0,0.0,10.0,10.0,4.10109e+16
AL_294,1041.0,,,,24887415946210.645,802980818482673.5,0.0,0.0,10.0,10.0,2.59078e+16
AL_295,1632.0,,,,5.122549019607843,5.000030054850101,0.0,0.0,10.0,10.0,10.0
AL_296,1632.0,,,,7006502104464739.0,1.0865904698508232e+16,0.0557559,22241673179.5,1663570000000000.0,9966752500000000.0,7.12233e+16
AL_297,1632.0,,,,23683425245103.402,478377767977620.1,0.0,0.0,10.0,10.0,1.29443e+16
AL_298,1632.0,,,,7116126483790712.0,1.1253639059163534e+16,4.27624e-22,8524548505.25,1802745000000000.0,9586685000000000.0,7.03131e+16
AL_299,1632.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_300,1632.0,,,,25537949142161.883,522690195725788.25,0.0,0.0,10.0,10.0,1.44942e+16
AL_301,1632.0,,,,790896831924023.9,4230731971817704.5,0.0,0.0,10.0,10.0,5.49943e+16
AL_302,1632.0,,,,7016465248487371.0,1.174355728789635e+16,1.833e-15,298731667.05,480128500000000.0,9054712500000000.0,7.39574e+16
AL_303,1632.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_304,1632.0,,,,2807168804534316.0,7386275892279784.0,0.0,0.0,10.0,564626750000000.0,6.19226e+16
AL_305,1632.0,,,,4.963235294117647,5.001397359468698,0.0,0.0,0.0,10.0,10.0
AL_306,1632.0,,,,6894498477193734.0,1.1132108506493852e+16,2.5836e-24,2951297030.0,958847000000000.0,9852317500000000.0,7.31066e+16
AL_307,1632.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_308,1632.0,,,,20032530637260.07,364716874186202.9,0.0,0.0,10.0,10.0,7983990000000000.0
AL_309,1632.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_310,1632.0,,,,61010523897063.86,1214864251445193.2,0.0,0.0,10.0,10.0,3.3279e+16
AL_311,1632.0,,,,6602915173633237.0,1.107699926072264e+16,5.71324e-30,437952238.45,706858500000000.0,8566360000000000.0,7.07305e+16
AL_312,1632.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_313,1632.0,,,,54874852022063.805,934332142338302.0,0.0,0.0,10.0,10.0,3.00198e+16
AL_314,1632.0,,,,31451035539220.86,940026936245860.8,0.0,0.0,10.0,10.0,3.64106e+16
AL_315,1632.0,,,,6857640467793225.0,1.1116338903105356e+16,3.4459299999999994e-20,2037578927.5,855613500000000.0,9562920000000000.0,7.13078e+16
AL_316,1632.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_317,1632.0,,,,123241368872553.95,2037526101172856.5,0.0,0.0,10.0,10.0,4.59667e+16
AL_318,1632.0,,,,9163235294122.635,370176560417259.3,0.0,0.0,0.0,10.0,1.49544e+16
AL_319,1632.0,,,,6876111267017874.0,1.1473039390993872e+16,4.63288e-20,738199494.425,400738500000000.0,9052005000000000.0,7.74096e+16
AL_320,1632.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_321,1632.0,,,,36800903799024.375,735661153466426.6,0.0,0.0,0.0,10.0,2.60166e+16
AL_322,1632.0,,,,5.104166666666667,5.000447047253788,0.0,0.0,10.0,10.0,10.0
AL_323,1632.0,,,,7087598073973912.0,1.0949426769478634e+16,6.28782e-19,15280937929.25,1791575000000000.0,9684752500000000.0,7.06322e+16
AL_324,1632.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_325,1632.0,,,,4.938725490196078,5.001156981346014,0.0,0.0,0.0,10.0,10.0
AL_326,1632.0,,,,5.214460784313726,4.996929696532135,0.0,0.0,10.0,10.0,10.0
AL_327,1632.0,,,,8475917556418194.0,1.2262409140944822e+16,0.7627302,88436581132.75,3446830000000000.0,1.207645e+16,7.62594e+16
AL_328,1632.0,,,,9.154411764705882,2.783093417979895,0.0,10.0,10.0,10.0,10.0
AL_329,1632.0,,,,5351868872554.081,180815179109280.5,0.0,0.0,10.0,10.0,7126410000000000.0
AL_330,1632.0,,,,24711715686279.676,511210653349932.2,0.0,0.0,10.0,10.0,1.37684e+16
AL_331,1632.0,,,,6313425548632639.0,1.092330360287814e+16,4.54205e-20,4034283653.25,204401000000000.0,7943112500000000.0,7.28415e+16
AL_332,1632.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_333,1632.0,,,,72869878063730.55,1449839409213925.0,0.0,0.0,10.0,10.0,4.14714e+16
AL_334,1632.0,,,,5.018382352941177,5.001498765524191,0.0,0.0,10.0,10.0,10.0
EK_4,2572.0,,,,5064271618794716.0,6139057247762762.0,0.0,10.0,996261500000000.0,9732777500000000.0,6.2426e+16
EK_5,2572.0,,,,7225009400283827.0,7865091705277254.0,0.0,95726300000000.0,8537455000000000.0,9722832500000000.0,6.19048e+16
EK_6,2572.0,,,,4913972298409802.0,5880237640456261.0,0.0,10.0,975839000000000.0,9754367500000000.0,5.45614e+16
EK_7,2572.0,,,,1.014436281292575e+16,1.5163139749692288e+16,-4.93264e+16,4191872500000000.0,7603955000000000.0,9431797500000000.0,7.96684e+16
EK_8,2572.0,,,,4142824445998887.5,7534884015640852.0,-6.06369e+16,703429250000000.0,6080890000000000.0,6716145000000000.0,4.9795e+16
EK_9,2324.0,,,,9841617258813224.0,1.5041625634559194e+16,-5.87473e+16,3756522500000000.0,7764395000000000.0,1.1144925e+16,7.99852e+16
AA_1,2583,24,R,422,,,,,,,
AA_2,2581,25,R,259,,,,,,,
Label,2931.0,,,,0.7331968611395429,0.4423640900829569,0.0,0.0,1.0,1.0,1.0
