kolon,aykiri_sayisi,aykiri_yuzdesi,min,max,ortalama,medyan,std
AL_210,0,0.0,0.0,1.0,0.49154133106584896,0.4724657735363272,0.43327383151027027
AL_212,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_201,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_197,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_263,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_261,0,0.0,0.0,1.0,0.4007489200419812,0.0,0.45453928940830884
AL_259,0,0.0,0.0,1.0,0.7250992021203856,1.0,0.42755900042295847
AL_258,0,0.0,2.739089671779615e-23,0.1,0.0517480072270579,0.060051517676086796,0.04584681431375926
AL_257,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_256,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_254,0,0.0,0.0,1.0,0.39773643761114075,0.21240197728868954,0.41906917721507325
AL_253,0,0.0,1.0642849323361045e-22,0.1,0.04796610392080438,0.044295227201592,0.04623210471391715
AL_252,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_250,0,0.0,0.0,1.0,0.6783394248932283,1.0,0.45470748049256826
AL_249,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_248,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_246,0,0.0,0.0,1.0,0.6699834906490268,1.0,0.43400661108854316
AL_245,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_244,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_241,0,0.0,1.3630870118880577e-21,0.1,0.04909368825301544,0.052023914789113,0.04624421663564627
AL_282,0,0.0,0.0,1.0,0.6730135549416892,1.0,0.4317427031778742
AL_281,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_280,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_284,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_39,0,0.0,0.0,1.0,0.419933609137112,0.0,0.4789166377388044
AL_41,0,0.0,0.0,1.0,0.9743589743589743,1.0,0.15857095486056988
AL_268,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_264,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_273,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_272,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_276,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_274,0,0.0,0.0,1.0,0.41600147823668343,0.19284837898434776,0.44916897229466723
AL_277,0,0.0,1.6475018792464425e-20,0.1,0.04977897618501995,0.04379678938606085,0.045678710491235626
AL_269,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_267,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_265,0,0.0,0.0,1.0,0.30989077030033546,0.1225546620165798,0.38699956147444
AL_290,0,0.0,0.0,1.0,0.40571391029455106,0.2714153952030258,0.4137905037581664
AL_289,0,0.0,7.734573436622667e-31,0.1,0.057433552251249256,0.0927424664543191,0.04663836399278197
AL_288,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_286,0,0.0,0.0,1.0,0.7984514565871573,1.0,0.4003197895054647
AL_47,0,0.0,0.0,1.0,0.9871794871794872,1.0,0.11286186173625715
AL_48,0,0.0,0.0,1.0,0.45718410413079114,0.2792404180959134,0.47172061108197005
AL_42,0,0.0,0.0,1.0,0.41597687114648163,0.0,0.4746330604455
AL_44,0,0.0,0.0,1.0,0.9807692307692307,1.0,0.13777746649199518
AL_33,0,0.0,1.0739779305218414e-12,1.0,0.3115384740834505,0.0957672870576077,0.4368937385953246
AL_285,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_300,0,0.0,4.901488066351892e-28,0.1,0.0454217160943027,0.0221323791992913,0.04518243207254265
AL_292,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_295,0,0.0,0.0,1.0,0.6829268292682927,1.0,0.4662848944448624
AL_297,0,0.0,0.0,1.0,0.5170975603685862,0.7175752024681766,0.4851249200815609
AL_294,0,0.0,1.3747306461002117e-15,0.1,0.05422746339663137,0.0727194226721979,0.045702615636622985
AL_293,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_305,0,0.0,0.0,1.0,0.3177018145770143,0.11612894881984906,0.3798188589746761
AL_304,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_303,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_29,0,0.0,0.0,1.0,0.36818549190238625,0.12795882229438627,0.42470739456254447
AL_28,0,0.0,0.000179712460725,0.0009132606964387,0.00036880145055068566,0.00024827844190885,0.0002272864066153724
AL_301,0,0.0,1.8376870349511628e-20,0.1,0.05036144026646714,0.05400424101467945,0.04485129526869012
AL_299,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_307,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_316,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_314,0,0.0,0.0,1.0,0.4871395749921515,0.15582330486772106,0.49589114337067935
AL_312,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_310,0,0.0,0.0,1.0,0.45215579494130337,0.31103155376674807,0.45461455959625563
AL_308,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_309,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_317,0,0.0,4.3025590503276105e-29,0.1,0.04854085642142134,0.039488677421470456,0.045679627045161715
EK_7,0,0.0,-1.6683498298899015,10.003,6.141133330034896,6.982136397874937,3.0230895735050414
