,count,unique,top,freq,mean,std,min,25%,50%,75%,max
AL_203,130.0,,,,0.00014137403275622722,0.00038242416773878746,2.586822327576397e-32,2.0239649893860425e-10,9.919222932669904e-07,9.447596519592314e-05,0.0025884150487709
AL_204,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_205,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_206,130.0,,,,0.09120330224909895,0.2011368786451885,4.3813693445138754e-16,0.00032354077377675,0.04161884084645185,0.09993891123903349,1.0
AL_207,130.0,,,,2.1727811380985393e-05,7.186794913225507e-05,7.112127546239085e-26,1.5041263918943633e-10,1.7046132401173153e-07,8.82634322090326e-06,0.0006047496443717
AL_208,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_209,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_210,130.0,,,,0.49154133106584896,0.4332738315102703,0.0,0.0,0.4724657735363272,1.0,1.0
AL_211,130.0,,,,4.466633840506199e-05,0.00013413217130217773,8.940008218648303e-20,8.553183790039994e-09,4.601977963537218e-06,2.4945435816841626e-05,0.0012462498131074
AL_212,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_213,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_214,85.0,,,,0.7270596676232401,0.41536643298385845,0.0,0.252558540687783,1.0,1.0,1.0
AL_215,85.0,,,,0.0002751819858604028,0.0004528612051874872,2.1044796405552454e-05,5.461875116057611e-05,0.0001257672452563,0.0002477817725154,0.002466878745633
AL_216,85.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_217,85.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_218,130.0,,,,0.16627442404457174,0.31466840179832795,2.505313021029868e-21,0.00022601597570064998,0.07723338272031391,0.09999915925341953,1.0
AL_219,130.0,,,,4.675809201586443e-05,0.0002117002525312466,7.028163500080671e-22,4.407744511334578e-10,6.624017884507884e-07,3.145913309992054e-05,0.0023518170001462
AL_220,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_221,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_222,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAT_6,0.0,,,,,,,,,,
AL_223,130.0,,,,0.7367424469562219,0.4273944170029988,0.0,0.3508056181067929,1.0,1.0,1.0
AL_224,130.0,,,,4.4159834071646e-05,8.768277131269209e-05,1.8542059431638375e-14,5.297795680303305e-06,1.5036385668842746e-05,4.828790035068911e-05,0.0006571492883239
AL_225,130.0,,,,0.47182592604820395,0.47054186668378417,0.0,0.0,0.32788333635453104,1.0,1.0
AL_226,130.0,,,,0.0001517213068839137,0.0003513203632039204,2.838141075892119e-20,1.1577906014725184e-08,8.328765072573154e-06,0.000120962670989925,0.0020872499932584
AL_227,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_228,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_229,130.0,,,,0.367609569145357,0.4157738599977155,0.0,0.0,0.14365951429394255,0.8010482886968084,1.0
AL_230,130.0,,,,2.7292812131559995e-05,8.621442473574709e-05,2.2922338836026453e-27,5.216912743091438e-10,8.170024377936138e-07,1.4196430552075052e-05,0.0008418484285132
AL_231,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_232,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_233,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_234,130.0,,,,0.3242028027031523,0.3726468291209005,0.0,0.0,0.11366734535058325,0.6362746639619911,1.0
AL_235,130.0,,,,0.00016548467030525445,0.000760289407274742,2.8067926744363493e-23,1.912566178771426e-09,7.785294356831844e-07,3.880568254377051e-05,0.0063108550807993
AL_236,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_237,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_238,130.0,,,,0.46996757796316,0.45865387434214633,0.0,0.0,0.36342035583516374,1.0,1.0
AL_239,130.0,,,,9.448048888011917e-05,0.00022265834768942544,8.39549005869031e-20,8.64380801065558e-09,1.946422745255398e-06,7.038366080025157e-05,0.0013241324275093
AL_240,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_241,130.0,,,,0.04909368825301544,0.04624421663564627,1.3630870118880577e-21,2.4413569315890314e-05,0.052023914789113,0.09996077761516053,0.1
AL_242,130.0,,,,0.10506022866150777,0.2302831474334199,3.289465166658259e-29,0.000177621568055675,0.04105212621559015,0.09999806984683425,1.0
AL_243,130.0,,,,1.49541081274064e-05,5.9521491102811603e-05,4.9742105650881176e-24,2.2691228452630187e-11,6.514025707559084e-08,4.168812662759084e-06,0.0004992606000037
AL_244,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_245,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_246,130.0,,,,0.6699834906490268,0.4340066110885432,0.0,0.028329187737961975,1.0,1.0,1.0
AL_247,130.0,,,,4.97650369671069e-05,0.00013911256526283108,9.828324271885188e-31,1.6716307674723773e-06,1.2587256009810807e-05,3.5259147054055974e-05,0.0013228830042482
AL_248,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_249,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_250,123.0,,,,0.6783394248932283,0.4547074804925682,0.0,0.0,1.0,1.0,1.0
AL_251,123.0,,,,0.00019460484542984513,0.0003626878952360301,8.766414288885526e-06,2.6497220195740423e-05,6.0394590000000175e-05,0.000165385822616,0.0021288432979345
AL_252,123.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_253,123.0,,,,0.04796610392080439,0.04623210471391715,1.0642849323361045e-22,9.37500306751295e-06,0.044295227201592,0.0998112461113687,0.1
AL_254,130.0,,,,0.39773643761114075,0.41906917721507325,0.0,0.0,0.21240197728868954,0.8976590155971824,1.0
AL_255,130.0,,,,4.338685383512988e-05,0.0001892646498944091,1.857793272084597e-27,1.2788980980402793e-10,8.916492028852985e-07,2.949538010439822e-05,0.0020638170000039
AL_256,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_257,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_258,130.0,,,,0.051748007227057906,0.04584681431375926,2.739089671779615e-23,1.1529836056825971e-05,0.060051517676086796,0.09980853130824037,0.1
AL_259,130.0,,,,0.7250992021203856,0.42755900042295847,0.0,0.2565890392977665,1.0,1.0,1.0
AL_260,130.0,,,,4.357324228743526e-05,8.9211459709757e-05,6.005957902821178e-17,4.41528373212813e-06,1.426687158245181e-05,3.1933180196372974e-05,0.0006919821000125
AL_261,130.0,,,,0.4007489200419812,0.45453928940830884,0.0,0.0,0.0,1.0,1.0
AL_262,130.0,,,,0.00015629885710149367,0.0003702957196453717,3.871333528594827e-28,8.515823192346878e-09,7.822160360046586e-06,8.53035593236509e-05,0.00194229
AL_263,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_264,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_265,130.0,,,,0.30989077030033546,0.38699956147444,0.0,0.0,0.1225546620165798,0.5643086804449873,1.0
AL_266,130.0,,,,2.4443277168805563e-05,7.003859046363653e-05,6.730864224358193e-22,2.9570303476876263e-09,4.246391360568629e-07,1.5544648259172774e-05,0.0005900332667378
AL_267,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_268,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_269,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_270,130.0,,,,0.09271739578790349,0.20201109370166515,1.3664074659399045e-21,0.00042774318693787497,0.05889078017167155,0.09996400467591737,1.0
AL_271,130.0,,,,0.00014507098691520474,0.0007667280045931897,1.620641088740717e-26,1.374236603608123e-10,5.558359508498311e-08,2.0030858741320873e-06,0.0060908760036709
AL_272,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_273,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_274,130.0,,,,0.41600147823668343,0.44916897229466723,0.0,0.0,0.19284837898434776,1.0,1.0
AL_275,130.0,,,,0.00014529004790089255,0.00040279842167286546,1.3476038174004823e-34,2.0052796845165462e-10,1.3311978571203183e-06,8.071517866836878e-05,0.0030825184825991
AL_276,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_277,130.0,,,,0.04977897618501996,0.045678710491235626,1.6475018792464425e-20,0.0003663611486418,0.04379678938606085,0.09990373285922068,0.1
AL_278,130.0,,,,0.100457573604192,0.20341821102357246,1.1508450498439383e-16,0.0022532380507014,0.08738445862381244,0.09999690049981849,1.0
AL_279,130.0,,,,1.554022126527959e-05,6.690914671785507e-05,8.0686326272049125e-28,6.979632842708807e-11,5.776509430488109e-08,2.316591005010104e-06,0.0005378274000003
AL_280,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_281,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_282,130.0,,,,0.6730135549416894,0.4317427031778742,0.0,0.18199611822936,1.0,1.0,1.0
AL_283,130.0,,,,5.1754869356340625e-05,0.00014665667298773507,2.9242481747214073e-24,1.4827137495189138e-06,1.684969836260112e-05,4.06992277768126e-05,0.001428829447866
AL_284,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_285,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_286,122.0,,,,0.7984514565871573,0.4003197895054647,0.0,1.0,1.0,1.0,1.0
AL_287,122.0,,,,0.00023978007570496233,0.00045588405137742384,1.005156e-05,3.0405183612444535e-05,6.717115325017694e-05,0.000194441596003175,0.0024941528399828
AL_288,122.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_289,122.0,,,,0.05743355225124926,0.04663836399278196,7.734573436622667e-31,3.4135619994462106e-05,0.0927424664543191,0.09991329795840256,0.1
AL_290,130.0,,,,0.40571391029455095,0.4137905037581664,0.0,0.0,0.2714153952030258,0.9036495281261145,1.0
AL_291,130.0,,,,3.910328152512197e-05,0.00018735024130126727,5.106985612262418e-25,6.291040411132049e-11,9.601996114558398e-07,2.941520119296299e-05,0.0020583089753212
AL_292,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_293,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_294,130.0,,,,0.054227463396631384,0.045702615636622985,1.3747306461002117e-15,5.5864745004720274e-05,0.0727194226721979,0.09997549546232992,0.1
AL_295,246.0,,,,0.6829268292682927,0.4662848944448624,0.0,0.0,1.0,1.0,1.0
AL_296,246.0,,,,3.0170753409622583e-05,9.752501917992082e-05,5.575626001619409e-07,1.1176057939711022e-06,5.5766462173980084e-06,2.1726608701110317e-05,0.0012129605476412
AL_297,246.0,,,,0.5170975603685863,0.4851249200815609,0.0,0.0,0.7175752024681766,1.0,1.0
AL_298,246.0,,,,0.00017723016571562922,0.0005971665535147485,1.32369906498723e-23,6.732466514442769e-09,1.2084014168400189e-05,0.00010639594235175,0.0072812318856918
AL_299,246.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_300,246.0,,,,0.045421716094302705,0.04518243207254265,4.901488066351892e-28,6.233584011734091e-05,0.0221323791992913,0.09976394756724402,0.1
AL_301,246.0,,,,0.05036144026646713,0.04485129526869011,1.8376870349511628e-20,0.000173437451059775,0.05400424101467945,0.09987838985168179,0.1
AL_302,246.0,,,,0.0001211660010877791,0.0003514353810250164,3.5998088807014896e-30,2.427140624340177e-10,6.549250956303905e-07,4.397515287861866e-05,0.0036230606525274
AL_303,246.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_304,246.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_305,246.0,,,,0.3177018145770143,0.3798188589746761,0.0,0.0,0.11612894881984906,0.5798639636396649,1.0
AL_306,246.0,,,,1.8050711872445552e-05,6.746904916452083e-05,1.663701751480189e-28,8.150885662092429e-11,9.402176340061094e-08,1.0964552376122258e-05,0.0008850294000054
AL_307,246.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_308,246.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_309,246.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_310,246.0,,,,0.45215579494130337,0.4546145595962556,0.0,0.0,0.31103155376674807,1.0,1.0
AL_311,246.0,,,,0.00011406261384136474,0.0005530815630299691,1.3984262455254346e-23,3.356259491181883e-10,5.30328140441171e-07,3.65995855448906e-05,0.0067196690554994
AL_312,246.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_313,246.0,,,,0.05344082324974625,0.07589403640357051,8.195172836436438e-35,3.918957895319987e-05,0.052291319654412055,0.09995867344041015,0.9999999999893852
AL_314,246.0,,,,0.4871395749921515,0.49589114337067947,0.0,0.0,0.15582330486772106,1.0,1.0
AL_315,246.0,,,,0.00032112118943787435,0.0008398789417560155,4.866226186097027e-26,2.6908902572429384e-08,1.3507428271491436e-05,0.00020229562519949999,0.006085509159381
AL_316,246.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_317,246.0,,,,0.04854085642142134,0.045679627045161715,4.3025590503276105e-29,3.096971635540145e-05,0.039488677421470456,0.09990513191626672,0.1
AL_318,246.0,,,,0.10243568363195762,0.2189329809561559,3.9139136600427853e-29,0.0002569546416508,0.06623841506102371,0.09998742303345433,1.0
AL_319,246.0,,,,1.0346172067743082e-05,4.273340602554779e-05,1.470043066881819e-21,1.02324216837058e-10,4.23735448274401e-08,2.5039890608218703e-06,0.0004925518802878
AL_320,246.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_321,246.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_322,246.0,,,,0.6704802773373943,0.46814050962393844,0.0,0.0,1.0,1.0,1.0
AL_323,246.0,,,,3.233323875128927e-05,0.00011864294908052849,5.644736301963702e-22,7.629850437322119e-07,3.051345808195697e-06,2.201962513972464e-05,0.0014959507339377
AL_324,246.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_325,246.0,,,,0.008130081300813009,0.08998276110179974,0.0,0.0,0.0,0.0,1.0
AL_326,246.0,,,,0.6218420703003765,0.4828769181592097,0.0,0.0,1.0,1.0,1.0
AL_327,246.0,,,,0.00027864803570840747,0.0006694721609304287,2.994006564453969e-18,9.882541740828718e-06,4.8309619164394805e-05,0.000256746644405075,0.0067765207071147
AL_328,246.0,,,,0.9065040650406504,0.29171969699706785,0.0,1.0,1.0,1.0,1.0
AL_329,246.0,,,,0.06762530430429825,0.12819863876556395,2.651447342289668e-16,0.00011221844365255,0.06982796539116534,0.09999747942452653,1.0
AL_330,246.0,,,,0.4504880290665087,0.4566855947028507,0.0,0.0,0.25591809528251885,1.0,1.0
AL_331,246.0,,,,2.7953821490240678e-05,0.0001401644239829595,7.642920322302087e-26,2.521965689142419e-10,2.0085501615288657e-07,9.922975235997868e-06,0.0020193701719598
AL_332,246.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_333,246.0,,,,0.058340396492679365,0.07549707274163911,5.0920157988322286e-24,0.0007978307543669,0.08498724495931956,0.0999256914822638,1.0
AL_334,246.0,,,,0.06190186689367801,0.12739810455915207,1.5235820101024578e-17,0.000240885299246075,0.034698133470373496,0.099872396067906,1.0
EK_4,361.0,,,,0.952183731980383,0.17934105273426848,0.0,0.9825427365443392,0.998547135417683,1.0,1.0
EK_5,361.0,,,,0.8416198818362658,0.2492755409529446,0.0,0.7963898592513401,0.9625517231695524,0.9956576670794712,1.0
EK_6,361.0,,,,0.9114471339037435,0.25590950141216984,0.0,0.972036323273423,0.9952654335827144,1.0,1.0
EK_7,361.0,,,,6.141133330034896,3.023089573505041,-1.6683498298899015,4.234852407035935,6.982136397874937,8.65308378547156,10.003
EK_8,361.0,,,,0.5550314545352095,0.331217992143563,-1.5061455541697188,0.59776125368975,0.6470291302919323,0.6974470438143697,0.756
EK_9,361.0,,,,7.600164011390178,3.8581549202056475,-7.84,5.726633093284524,7.939798644170147,11.088737122475832,11.927
AA_1,363,20,P,35,,,,,,,
AA_2,363,20,V,40,,,,,,,
Label,372.0,,,,0.8333333333333334,0.37317991970469105,0.0,1.0,1.0,1.0,1.0
