,count,unique,top,freq,mean,std,min,25%,50%,75%,max
AL_225,117.0,,,,0.5700382403922143,0.49370884895509254,0.0,0.0,1.0,1.0,1.0
AL_226,117.0,,,,0.011782521628626237,0.03557064356576667,8.861786707226367e-26,1.6481060019330765e-07,0.0008588028125713,0.0072093335340574,0.3413034896475529
AL_227,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_228,117.0,,,,0.5299145299145299,0.5012510138032498,0.0,0.0,1.0,1.0,1.0
AL_229,117.0,,,,0.5384615384615384,0.5006626908143594,0.0,0.0,1.0,1.0,1.0
AL_230,117.0,,,,0.016811194672088164,0.06432267389046056,3.7903637689394943e-20,2.632351883589877e-05,0.0003103005964585,0.0097877447385152,0.6670777670447986
AL_231,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_232,117.0,,,,0.5641025641025641,0.49800663658185884,0.0,0.0,1.0,1.0,1.0
AL_233,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_234,117.0,,,,0.5811965811965812,0.4954850677891354,0.0,0.0,1.0,1.0,1.0
AL_235,117.0,,,,0.01378826541146094,0.06160891512608695,6.29646719602689e-17,5.087550663375958e-07,0.0002746976849508,0.006159195727796,0.6434021354758924
AL_236,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_237,117.0,,,,0.4391028975683406,0.49160886048316865,0.0,0.0,0.0,1.0,1.0
AL_238,117.0,,,,0.5128205128205128,0.5019854479169933,0.0,0.0,1.0,1.0,1.0
AL_239,117.0,,,,0.013510911784426222,0.051174354971371114,9.990586576097966e-16,5.092729533280536e-06,0.0001174651551701,0.0062597916137474,0.5138343025067003
AL_240,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_241,117.0,,,,0.4444444444444444,0.49904122634695197,0.0,0.0,0.0,1.0,1.0
AL_242,117.0,,,,0.48717948717948717,0.5019854479169933,0.0,0.0,0.0,1.0,1.0
AL_243,117.0,,,,0.013183318282204582,0.06290879659120707,1.3540956211388205e-17,2.5374123951307148e-06,0.0001290945288077,0.0051819244603025,0.6647652888269016
AL_244,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_245,117.0,,,,0.47859078592116594,0.49766193037881945,0.0,0.0,0.0,1.0,1.0
AL_246,117.0,,,,0.4358974358974359,0.49800663658185884,0.0,0.0,0.0,1.0,1.0
AL_247,117.0,,,,0.013577876041508457,0.06332179937295963,1.296927811468394e-13,2.26896682669914e-05,0.0002191072665501,0.0044151744399832,0.6644877095027508
AL_248,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_249,117.0,,,,0.49572649572649574,0.5021322058350293,0.0,0.0,0.0,1.0,1.0
AL_250,108.0,,,,0.6111111111111112,0.4897707518912289,0.0,0.0,1.0,1.0,1.0
AL_251,108.0,,,,0.017281265792416914,0.06575394283161569,8.772620169895352e-06,0.00016952269919989999,0.0022296494833215497,0.0128023757271959,0.6647569339859238
AL_252,108.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_253,108.0,,,,0.4444444444444444,0.49922057629931793,0.0,0.0,0.0,1.0,1.0
AL_254,117.0,,,,0.5726495726495726,0.49682161018715126,0.0,0.0,1.0,1.0,1.0
AL_255,117.0,,,,0.010201057135958098,0.04491566801570856,1.6374152921031995e-28,7.016220580971953e-06,0.0001514416765436,0.0043053750005016,0.450485305831616
AL_256,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_257,117.0,,,,0.5128205128205128,0.5019854479169933,0.0,0.0,1.0,1.0,1.0
AL_258,117.0,,,,0.46153846153846156,0.5006626908143594,0.0,0.0,0.0,1.0,1.0
AL_259,117.0,,,,0.5436684149484622,0.49817611109490634,0.0,0.0,1.0,1.0,1.0
AL_260,117.0,,,,0.01598808458423364,0.05719441201969431,1.6113822671923201e-10,3.028554e-05,0.0009155262342937,0.0142590904892582,0.5927058105824623
AL_261,117.0,,,,0.6035772808073824,0.4891834025878713,0.0,0.0,1.0,1.0,1.0
AL_262,117.0,,,,0.009658244420881763,0.034397920895232394,2.746124675243214e-16,6.561840953490504e-06,0.0002566834519249,0.0065574837985672,0.3427440916308354
AL_263,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_264,117.0,,,,0.46150233964429144,0.5006236578343912,0.0,0.0,0.0,1.0,1.0
AL_265,117.0,,,,0.5384615384615384,0.5006626908143594,0.0,0.0,1.0,1.0,1.0
AL_266,117.0,,,,0.0173521037140468,0.06252447189937779,1.452352315223197e-23,2.954308905220625e-05,0.0004082084299746,0.0093713246347297,0.6449258208813593
AL_267,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_268,117.0,,,,0.5666986916676803,0.4958275523998978,0.0,0.0,1.0,1.0,1.0
AL_269,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_270,117.0,,,,0.5641025641025641,0.49800663658185884,0.0,0.0,1.0,1.0,1.0
AL_271,117.0,,,,0.015268365968983096,0.0623377301270432,3.0468045663711753e-31,7.765894235498351e-09,0.00029795103127,0.0074561739879746,0.6436854000000055
AL_272,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_273,117.0,,,,0.4856708154445476,0.4955716132256391,0.0,0.0,0.0800999856927399,1.0,1.0
AL_274,117.0,,,,0.4700854700854701,0.5012510138032498,0.0,0.0,0.0,1.0,1.0
AL_275,117.0,,,,0.014029093894046342,0.055939879223180174,8.509699729954496e-29,3.938756260632656e-07,0.0001669729684666,0.0082297969207349,0.5767224668484604
AL_276,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_277,117.0,,,,0.47863247863247865,0.5016918032893989,0.0,0.0,0.0,1.0,1.0
AL_278,117.0,,,,0.606939478936261,0.4904273727885476,0.0,0.0,1.0,1.0,1.0
AL_279,117.0,,,,0.01597689406429179,0.06372647414131158,1.2951329809410851e-20,6.914258782920555e-07,0.0005218288795076,0.0073871025348592,0.6588232338699482
AL_280,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_281,117.0,,,,0.5384615384615384,0.5006626908143593,0.0,0.0,1.0,1.0,1.0
AL_282,117.0,,,,0.5641025641025641,0.49800663658185884,0.0,0.0,1.0,1.0,1.0
AL_283,117.0,,,,0.013880592594370796,0.062255744566239134,2.0343869126975303e-16,2.220917835489209e-05,0.0005241937743125,0.0087078589316473,0.6629832000675275
AL_284,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_285,117.0,,,,0.5517653676111636,0.4973176172648769,0.0,0.0,1.0,1.0,1.0
AL_286,110.0,,,,0.5454545454545454,0.5002084636321551,0.0,0.0,1.0,1.0,1.0
AL_287,110.0,,,,0.019207516688010528,0.06667339371459628,1.0049735722767524e-05,0.000231374747213175,0.003097413092283,0.010985696279188877,0.6665697968880046
AL_288,110.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_289,110.0,,,,0.36363636363636365,0.48324728654174387,0.0,0.0,0.0,1.0,1.0
AL_290,117.0,,,,0.4358974358974359,0.49800663658185884,0.0,0.0,0.0,1.0,1.0
AL_291,117.0,,,,0.010265999749204816,0.0444188250571561,7.33782173819282e-23,3.702531090523008e-06,0.0004119463349596,0.0068609347839822,0.4579619300061406
AL_292,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_293,117.0,,,,0.5258454713360985,0.49858814014423714,0.0,0.0,1.0,1.0,1.0
AL_294,117.0,,,,0.5470085470085471,0.4999263134621303,0.0,0.0,1.0,1.0,1.0
AL_295,198.0,,,,0.5151515151515151,0.5010372259620268,0.0,0.0,1.0,1.0,1.0
AL_296,198.0,,,,0.012410060104934348,0.04880855710835457,5.575554030518337e-07,9.946745376117581e-06,0.0005096040860018,0.008179853439436275,0.6453795737897682
AL_297,198.0,,,,0.5050505050505051,0.5012418562445881,0.0,0.0,1.0,1.0,1.0
AL_298,198.0,,,,0.008330445258541114,0.02810246491169211,7.074122892231598e-30,4.503669481130697e-06,0.00017247953528285001,0.0048736934503643,0.3435804000004673
AL_299,198.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_300,198.0,,,,0.5014409742398908,0.5002318215003316,0.0,0.0,0.6426564497491878,1.0,1.0
AL_301,198.0,,,,0.47131616140341154,0.4851819725459578,0.0,0.0,0.1623901024253564,1.0,1.0
AL_302,198.0,,,,0.013347579138285354,0.04698346819422969,5.24419901624122e-39,1.8609092276547183e-07,0.0002840365039432,0.00799964226497425,0.6029809416665199
AL_303,198.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_304,198.0,,,,0.35528457099511046,0.44104760201082793,0.0,0.0,0.0,0.9996498625766366,1.0
AL_305,198.0,,,,0.5202020202020202,0.500858105883693,0.0,0.0,1.0,1.0,1.0
AL_306,198.0,,,,0.013634399828997007,0.049840777521481625,1.9585433617342793e-34,2.3064588651834136e-06,0.00018225967826895,0.0088866732561596,0.6395188140574927
AL_307,198.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_308,198.0,,,,0.5287295730712974,0.4993502812484326,0.0,0.0,1.0,1.0,1.0
AL_309,198.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_310,198.0,,,,0.5293593501843319,0.4996313027109769,0.0,0.0,1.0,1.0,1.0
AL_311,198.0,,,,0.010933468021934867,0.048093697308860074,1.5266285727053523e-27,1.3707405756152233e-07,0.0001690622399926,0.006479604747358675,0.647547359610653
AL_312,198.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_313,198.0,,,,0.44181335064202454,0.49658771324106593,0.0,0.0,0.0,1.0,1.0
AL_314,198.0,,,,0.5114127533237245,0.5001621174430236,0.0,0.0,1.0,1.0,1.0
AL_315,198.0,,,,0.012678181041843446,0.04400310980653417,1.4358782004006367e-35,1.033650581202319e-06,0.00038426802227220004,0.00841447860480405,0.5413401000000001
AL_316,198.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_317,198.0,,,,0.4885235011482992,0.5001306804190853,0.0,0.0,0.0,1.0,1.0
AL_318,198.0,,,,0.5189914387763053,0.49998144650598897,0.0,0.0,1.0,1.0,1.0
AL_319,198.0,,,,0.009322002431540072,0.048648552129052766,3.930334858036352e-31,1.25794326155073e-08,4.438579893864432e-05,0.002331964995489325,0.6597756019837894
AL_320,198.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_321,198.0,,,,0.5207560055731786,0.5003401983057162,0.0,0.0,1.0,1.0,1.0
AL_322,198.0,,,,0.5303030303030303,0.5003459808971266,0.0,0.0,1.0,1.0,1.0
AL_323,198.0,,,,0.012227600393312428,0.050902599644144814,8.004757162926942e-23,6.246797892133934e-06,0.0004094968502796,0.0060631106922273,0.6728238001571013
AL_324,198.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_325,198.0,,,,0.5858585858585859,0.4938217481914122,0.0,0.0,1.0,1.0,1.0
AL_326,198.0,,,,0.5050505050505051,0.5012418562445881,0.0,0.0,1.0,1.0,1.0
AL_327,198.0,,,,0.013441672085236032,0.05601304423088574,1.1950761054463106e-08,1.983593463202129e-05,0.00042939406891145,0.009469595340426025,0.7479450107488279
AL_328,198.0,,,,0.9090909090909091,0.2882085078165625,0.0,1.0,1.0,1.0,1.0
AL_329,198.0,,,,0.45454545454545453,0.49919177871189807,0.0,0.0,0.0,1.0,1.0
AL_330,198.0,,,,0.47474747474747475,0.5006277144706721,0.0,0.0,0.0,1.0,1.0
AL_331,198.0,,,,0.009275462313881253,0.03660635774056839,1.584063998386737e-25,1.361783020739559e-06,0.00019498375971499998,0.003096864698907775,0.4567483230747201
AL_332,198.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_333,198.0,,,,0.5954558660229889,0.4915843464168289,0.0,0.0,1.0,1.0,1.0
AL_334,198.0,,,,0.5050505050505051,0.5012418562445881,0.0,0.0,1.0,1.0,1.0
EK_4,365.0,,,,0.8586164251146705,0.3075481607976887,0.0,0.9459793251702524,0.986905232899954,1.0,1.0
EK_5,365.0,,,,0.8690980497160541,0.2547732680192573,0.0,0.9136307925504784,0.9720718981624492,1.0,1.0
EK_6,364.0,,,,0.8812199594121318,0.286132204327262,0.0,0.950069772911427,0.9858115521381401,1.0,1.0
EK_7,365.0,,,,5.436957153531887,3.1923367205698088,-1.9941062016394009,2.68832808895995,5.868977136112866,8.052457018018412,10.003
EK_8,365.0,,,,0.5560529598692543,0.3445941834972757,-2.650379538211759,0.5740308338301416,0.6395259054097558,0.7012223264849126,0.756
EK_9,364.0,,,,7.351058401832962,3.9265982521354728,-6.796900766113861,5.35865891473535,7.867681923792894,11.027958244628707,11.934
AA_1,366,21,R,51,,,,,,,
AA_2,366,22,P,47,,,,,,,
Label,388.0,,,,0.6907216494845361,0.4627928863477913,0.0,0.0,1.0,1.0,1.0
